Rank	Surname	n_i
48212	INDERHOLC	7
56967	INDERHOLZ	5
20636	INDERKA	30
37674	INDERSK›	11
48213	INDIK	7
1607	INDRA	469
16766	INDR¡»EK	41
1819	INDR¡K	420
27451	INDREI	19
39774	INDRST	10
6143	INDRUCH	137
44883	INDRŸCH	8
17632	INDRYCH	38
48214	INÃ	7
34357	INEK	13
11657	INEMAN	67
42122	INFELD	9
56968	INGALA	5
35935	INGEDULD	12
28347	INGER	18
18621	INGERLE	35
2315	INGR	343
37675	INGRISCH	11
13045	INGRIä	58
31659	INGRäT	15
56969	INGUORT	5
28348	INGVORT	18
56970	INKOMER	5
23195	INNEMAN	25
31660	INNEMANN	15
37676	INOCHOVSK›	11
42123	INQUORT	9
48215	INSPEKTOR	7
29402	INTERHOLC	17
17939	INTERHOLZ	37
37677	INTROVI»	11
42124	INVALD	9
34358	INWALD	13
56971	IOANIDIS	5
34359	IPOLT	13
37678	IPRI	11
8071	IPSER	103
7648	IRA	109
56972	IRAJN	5
22606	IRAL	26
16211	IRAN	43
21548	IR¡NEK	28
44884	IRBER	8
52126	IRBLICH	6
26586	IRCING	20
13046	IRDZA	58
20201	IREIN	31
18622	IRGL	35
52127	IRHA	6
44885	IRION	8
48216	IRIäEK	7
19810	IRLBEK	32
37679	IRLVEK	11
56973	IRLWEG	5
28349	IRMAN	18
52128	IRMANN	6
28350	IRMIä	18
52129	IROUäEK	6
21072	IROVSK›	29
23792	IRRA	24
44886	IRSA	8
44887	IRSENSK›	8
39775	IRSCHIK	10
30430	IRäA	16
39776	IRäÕK	10
48217	IRZIK	7
56974	IÿÕK	5
37680	ISACH	11
42125	ISAI¡ä	9
52130	ISAJEV	6
21073	IS¡K	29
37681	ISAKIDIS	11
20202	ISER	31
52131	ISEVI»	6
52132	ISKERKA	6
48218	ISKRA	7
52133	ISL	6
35936	ISMAIL	12
35937	ISMANICK›	12
52134	ISOZ	6
32963	ISSA	14
35938	ISTENÕK	12
44888	ISZWORA	8
31661	Iä	15
17940	IäA	37
18623	IäKA	35
56975	IäKOVSK›	5
42126	IäPOLD	9
22057	IäTANEK	27
56976	IäT¡NEK	5
2464	IäTOK	325
29403	IäT”K	17
13775	IäTVAN	54
21074	IäTV¡N	29
52135	IäTVANECH	6
48219	IäTV¡NECH	7
4797	IäTV¡NEK	173
48220	IäTVANÕK	7
42127	IäTV¡NIK	9
31662	ITERSK›	15
31663	ITNER	15
31664	ITTNER	15
56977	IVACHA	5
1532	IVAN	485
26587	IV¡N	20
56978	IVANA	5
23793	IVANCO	24
28351	IVAN»¡K	18
12531	IVAN»IC	61
52136	IVAN»IK	6
14177	IVAN»ÕK	52
48221	IVAN»IN	7
13776	IVAN»O	54
32964	IVAN»OV	14
27452	IVANECK›	19
34360	IVANEGA	13
42128	IVANEK	9
3430	IV¡NEK	241
56979	IVANENKO	5
56980	IVANICK›	5
48222	IVANICZ	7
7715	IVANI»	108
31665	IVANÕK	15
34361	IVANINA	13
34362	IVANISKO	13
22058	IVANIä	27
56981	IVANIUK	5
39777	IVANJUK	10
26588	IVANKA	20
18300	IVANKO	36
4504	IVANOV	185
11914	IVANOVI»	65
56982	IVANOVSKI	5
18301	IVANOVSK›	36
28352	IVANSK›	18
48223	IVANäÕK	7
56983	IV¡NYI	5
39778	IVASIENKO	10
39779	IVASJUK	10
56984	IVAäKA	5
52137	IVAäKOVI»	6
34363	IVICA	13
56985	IVI»IC	5
5406	IVI»I»	155
56986	IVINEC	5
52138	IVKOVI»	6
52139	IWACHOV	6
35939	IWANUSZEK	12
35940	IWASZEK	12
44889	IWONIAK	8
34364	IZACH	13
44890	IZAIASZ	8
56987	IZAIAä	5
30431	IZAI¡ä	16
39780	IZAJ	10
5942	IZ¡K	142
28353	IZAKOVI»	18
25834	IZDN›	21
14618	IZERA	50
56988	IZING	5
48224	IZRAEL	7
28354	IZS¡K	18
32965	IZS”	14
37682	IZS”F	11
29404	IZVORSK›	17
42129	Ié	9
56989	Ié¡K	5
44891	IéO	8
48225	Ié”F	7
56990	IéOVSK›	5
44892	JAB¡LEK	8
56991	JABANDéIEV	5
56992	JAB»ANKA	5
52140	JABER	6
17633	JABLE»NÕK	38
48226	JABLONCI	7
26589	JABLON»ÕK	20
11658	JABLONICK›	67
31666	JABLONKA	15
24422	JABLONOVSK›	23
44893	JABLONSKI	8
5543	JABLONSK›	151
17322	JABLUNKA	39
32966	JABOR	14
26590	JABORNICK›	20
10624	JABORNÕK	75
23196	JABORSK›	25
35941	JABULKA	12
34365	JABUREK	13
1750	JABŸREK	437
39781	JAC¡K	10
44894	JACENKO	8
52141	JACE“KO	6
25835	JACIK	21
48227	JACÕK	7
44895	JACINA	8
56993	JACKANIN	5
31667	JACKEL	15
26591	JƒCKEL	20
56994	JACKIV	5
34366	JACKL	13
37683	JACKMANN	11
6378	JACKO	132
30432	JACKOV	16
29405	JACKOVI»	17
42130	JACKOWSKI	9
52142	JACKULAK	6
20203	JACKUL¡K	31
42131	JACKULIAK	9
37684	JACKWERTH	11
52143	JACOä	6
48228	JACURA	7
56995	JACYKOV	5
48229	JA»	7
17323	J¡»	39
30433	JA»A	16
10506	JA»EK	76
48230	JA»ISKO	7
14178	JA»KA	52
56996	JA»KO	5
56997	JA»MENKA	5
13583	JA»O	55
42132	JAD¡MEK	9
17941	JADAMUS	37
23197	JADAVAN	25
48231	JADERN›	7
30434	JADLOVEC	16
12532	JADLOVSK›	61
37685	JADOMEK	11
5172	JADRNÕ»EK	161
2523	JADRN›	318
37686	JADRO“	11
37687	JAœUœ	11
39782	JADVIDé¡K	10
26592	JADVIä»OK	20
42133	JADWISZCZOK	9
18624	JAEGER	35
44896	JAGELKA	8
52144	JAGELSK›	6
56998	JAGENBREIN	5
16767	JAGER	41
2785	JƒGER	290
17634	J¡GER	38
42134	JAGER»ÕK	9
35942	JƒGERMAN	12
25836	JƒGERMANN	21
39783	JAGERSK›	10
37688	J¡GERSK›	11
37689	JAGIELLO	11
22607	J¡GL	26
22059	JAGLA	27
26593	JAGLARZ	20
25097	JAGLAÿ	22
52145	JAGL¡ÿ	6
39784	JAGNEä¡K	10
31668	JAGOB	15
2700	JAGOä	297
28355	JAGR	18
28356	JƒGR	18
4326	J¡GR	194
31669	JAGRIK	15
26594	J¡GRIK	20
35943	JAGUL¡K	12
44897	JAGUSZTYN	8
3532	JAHELKA	233
16768	JAHL	41
52146	J¡HL	6
1485	JAHN	499
52147	J¡HN	6
17324	JAHNA	39
44898	JAHN¡TEK	8
23794	JAHNEL	24
44899	JAHNICK›	8
52148	JAHNL	6
514	JAHODA	1237
14856	JAHOD¡ÿ	49
31670	JAHODÕK	15
20204	JAHODKA	31
17325	JAHŸDKA	39
52149	JAHVODKA	6
27453	JACH	19
56999	JACHA	5
34367	JACH¡»EK	13
9093	JACHAN	90
48232	JACHAU	7
16492	JACHEK	42
25837	JACHIM	21
5022	J¡CHIM	166
48233	JACHIMI¡K	7
44900	J¡CHIMI¡K	8
57000	JACHIMOVI»	5
23198	JACHNICKI	25
48234	JACHNICK›	7
26595	JACHNÕK	20
57001	JACHO	5
52150	JACHURA	6
4179	J¡CHYM	200
39785	JACHYM»¡K	10
34368	J¡CHYMEK	13
42135	JACHYMI¡K	9
37690	J¡CHYMOVSK›	11
37691	J¡CHYMST¡L	11
52151	JAICH	6
13960	JAITNER	53
42136	JAJCAJ	9
42137	JAJ»ÕK	9
52152	JAJ»IäIN	6
48235	JAJKO	7
52153	JAJKOWICZ	6
22060	JAJTNER	27
9970	JAKAB	81
48236	JAKABOVI»	7
57002	JAKAL	5
22061	JAKEL	27
32967	JAKERLE	14
42138	JAKESCH	9
567	JAKEä	1121
52154	JAKICA	6
44901	JAKIM	8
39786	JAKIMECZKO	10
37692	JAKIMI»	11
44902	JAKIMIV	8
57003	JAKIMJUK	5
31671	JAKIMOV	15
44903	JAKISCH	8
872	JAKL	784
37693	JƒKL	11
7853	J¡KL	106
52155	JAKLIN	6
44904	JAKLÕN	8
42139	JAKLOVSK›	9
12872	JAKOB	59
35944	JAKOBE	12
30435	JAKOBI	16
52156	JAKOBOVSK›	6
42140	JAKOä	9
11279	JAKOUBÃ	70
963	JAKOUBEK	728
57004	JAKOUBI	5
28357	JAKOUä	18
17942	JAKOVEC	37
39787	JAKOVLJEVI»	10
57005	JAKRLE	5
13206	JAKSCH	57
3020	JAKä	271
7573	JAKäA	110
29406	JAKäI»	17
8291	JAKäÕK	100
17943	JAKäL	37
3741	JAKUB	221
8511	JAKUBA	97
28358	JAKUB¡»	18
20637	JAKUBAL	30
26596	JAKUB¡L	20
48237	JAKUB¡äEK	7
52157	JAKUBCZYK	6
29407	JAKUB»¡K	17
48238	JAKUB»EK	7
3787	JAKUB»ÕK	218
48239	JAKUB»IN	7
18625	JAKUB»O	35
397	JAKUBEC	1548
5943	JAKUBEK	142
21549	JAK⁄BEK	28
8292	JAKŸBEK	100
44905	JAKUBICA	8
3823	JAKUBÕ»EK	216
13383	JAKUBI»KA	56
57006	JAKUBI»KO	5
35945	JAKUBIK	12
2167	JAKUBÕK	364
57007	JAKUBINSK›	5
25098	JAKUBÕNSK›	22
39788	JAKUBIäIN	10
57008	JAKUBJANSK›	5
10857	JAKUBKA	73
57009	JAKUBKO	5
48240	JAKUBKOVI»	7
48241	JAKUBO	7
26597	JAKUBOV	20
22062	JAKUBOVI»	27
28359	JAKUBOVSK›	18
20205	JAKUBOWSKI	31
8829	JAKUBSK›	93
30436	JAKUBäE	16
5472	JAKUBŸ	153
13961	JAKUBŸV	53
25838	JAKUS	21
25099	JAKUä	22
30437	JAKVID	16
57010	JAKWERTH	5
25100	J¡L	22
31672	JALAMAS	15
21550	JAL»	28
31673	JAL»¡K	15
48242	JALOäEVSK›	7
10976	JALOVEC	72
7162	JALOVECK›	117
34369	JALOVI»¡R	13
44906	JALOVI»IAR	8
44907	JALOVI»OR	8
12351	JALOV›	62
25101	JALOWICZOR	22
57011	JALUBSK›	5
30438	JALUäKA	16
2034	JALŸVKA	382
39789	JAM¡RIK	10
1487	JAMBOR	498
32968	J¡MBOR	14
24423	JAMBORA	23
24424	JAMBRICH	23
29408	JAMBURA	17
25102	JAME»N›	22
37694	J¡ME»N›	11
32969	JAMER	14
27454	JAMKA	19
13047	JAMNICK›	58
52158	JAMNICZ	6
48243	JAMNÕK	7
17326	JAMN›	39
21551	JAMPÕLEK	28
9291	JAMRICH	88
37695	JAMRIK	11
20206	JAMRIäKA	31
48244	JAMROZ	7
57012	JAMROé	5
52159	JAMUL¡K	6
3690	JAN	224
7991	J¡N	104
22063	JANA	27
6144	J¡NA	137
37696	JANA»	11
2023	JAN¡»	383
583	JAN¡»EK	1090
34370	JANA»ÕK	13
34371	JAN¡»IK	13
57013	JAN¡»ÕK	5
533	JAN¡K	1187
34372	JA“¡K	13
57014	JANAKIEV	5
6533	JAN¡L	129
4129	JANALÕK	202
10858	JANAS	73
3288	JAN¡S	251
6577	JAN¡SEK	128
30439	JAN¡ä	16
15974	JAN¡T	44
711	JANATA	927
4920	JANATKA	169
28360	JANC¡K	18
34373	JANCEK	13
32970	JANCÕK	14
42141	JANCO	9
48245	JANCS”	7
35946	JANCSOVICS	12
30440	JANCURA	16
42142	JANCYK	9
48246	JANCZ	7
21552	JANCZAR	28
29409	JANCZYK	17
18972	JAN»	34
632	JAN»A	1025
7917	JAN»¡K	105
5248	JAN»¡LEK	159
4571	JAN»AR	181
9971	JAN»¡R	81
42143	JAN»ARA	9
15719	JAN»¡REK	45
6333	JAN»¡ÿ	133
3567	JAN»AÿÕK	231
48247	JAN»¡ÿÕK	7
39790	JAN»ATA	10
20638	JAN»E	30
10399	JAN»EK	77
39791	JAN»EV	10
15720	JAN»I	45
9858	JAN»Õ	82
48248	JAN»IAR	7
17327	JAN»I»KA	39
29410	JAN»IGA	17
39792	JAN»ICH	10
29411	JAN»IK	17
493	JAN»ÕK	1285
42144	JAN»INA	9
8428	JAN»O	98
20207	JAN»OK	31
29412	JAN»OV	17
10977	JAN»OVI»	72
48249	JAN»UK	7
23795	JAN»ULA	24
10507	JAN»URA	76
42145	JAN»Uä	9
27455	JAN»UäKA	19
66	JANDA	5149
22608	JANDA»	26
37697	JAND¡»	11
10508	JAND¡»EK	76
44908	JANDA»KA	8
3887	JAND¡K	213
37698	JANDAL	11
7649	JAND¡SEK	109
57015	JAND¡ä	5
34374	JAND¡T	13
7061	JANDE»KA	119
6858	JANDEJSEK	123
37699	JANDEJSKA	11
10978	JANDEK	72
44909	JANDEL	8
32971	JANDELKA	14
2411	JANDERA	330
7650	JANDERKA	109
1850	JANDÕK	413
2380	JANDL	335
6631	JANDORA	127
11129	JANDOä	71
10083	JANDOUREK	80
5544	JANœOUREK	151
18973	JANDOUä	34
10750	JANDOVSK›	74
48250	JANDRT	7
6800	JANDURA	124
34375	JANœURA	13
4886	JANDUS	170
30441	JANDUäÕK	16
52160	JANDZÕK	6
7320	J¡NÃ	114
2616	JANEBA	307
16493	JANEC	42
3231	JANECK›	255
22064	JANECZEK	27
13962	JANECZKO	53
106	JANE»EK	3857
929	JANE»KA	748
12352	JANE»KO	62
13777	JANEGA	54
34376	JANECH	13
31674	JANEJE	15
1235	JANEK	589
35947	JANÃK	12
21553	J¡NEK	28
24425	JANEKA	23
21554	JANELE	28
48251	JANERLA	7
42146	JANES	9
48252	JANESKA	7
39793	JAN…SKA	10
7217	JANEä	116
15975	J¡NEä	44
20639	JANEäÕK	30
26598	JANETA	20
21075	JANETKA	29
44910	JANETZK›	8
30442	JANEV	16
10183	JANGL	79
44911	JANGOT	8
7218	JANHUBA	116
42147	JANICK›	9
48253	JANICZAK	7
11780	JANICZEK	66
39794	JANI»	10
29413	JANI»ATA	17
32972	JANI»EK	14
343	JANÕ»EK	1736
48254	JANI»ÕK	7
48255	JANI»INA	7
44912	JANI»KO	8
57016	JANI»KOVI»	5
10979	JANI»O	72
5076	JANIGA	164
48256	JANIG¡»	7
13048	JANICH	58
9581	JANIK	85
326	JANÕK	1815
37700	JANIKOVI»	11
48257	JANINDA	7
10980	JANÕREK	72
42148	JANIS	9
10859	JANISCH	73
39795	JANISS	10
1883	JANIä	407
18302	J¡NIä	36
37701	JANIäTIN	11
35948	JANITA	12
57017	JANITOR	5
25103	JANIUREK	22
37702	JANK	11
8293	JANKA	100
42149	JANKAJ	9
28361	JANK¡SEK	18
37703	JANKE	11
22065	JANKECH	27
31675	JANKELE	15
52161	JANKES	6
57018	JANKIEL	5
1207	JANKO	598
57019	JANKOLA	5
16769	JANKOT	41
22609	JANKOV	26
6379	JANKOVEC	132
57020	JANKOVI∆	5
2531	JANKOVI»	317
52162	JANKOVICH	6
57021	JANKOVSKI	5
1440	JANKOVSK›	513
11508	JANKOV›CH	68
44913	JANKOWSKI	8
28362	JANKTO	18
35949	JANKU	12
355	JANKŸ	1695
26599	JANKUJ	20
5442	JANKŸJ	154
39796	JANKULA	10
16770	JANKUL¡R	41
29414	JANKULIAK	17
34377	JANKULÕK	13
52163	JANKULOVSKI	6
24426	JANKURA	23
57022	JANKUäÕK	5
20208	JANN	31
1671	JANO	452
28363	JAN”	18
44914	J¡NO	8
13778	JANO»KO	54
5581	JANOCH	150
44915	JANOK	8
21555	JANOSCH	28
52164	JANOSCHEC	6
37704	JANOSZEK	11
52165	JANOSZEWSKI	6
34378	JANOSZOWSKI	13
1488	JANOä	498
5701	J¡NOä	147
52166	JANOä»¡K	6
42150	JANOä»ÕK	9
3140	JANOäEC	261
2041	JANOäEK	381
37705	JANOäI»	11
2691	JANOäÕK	298
37706	J¡NOäIK	11
4731	J¡NOäÕK	175
8830	JANOäKA	93
17944	J¡NOäKA	37
21556	JANOäKO	28
39797	J¡NOäKO	10
42151	JANOäOV	9
34379	JANOäOVSK›	13
5139	JANOäç¡K	162
4464	JANOäTÕK	187
727	JANOTA	910
9189	JANOTKA	89
24427	JANOTTA	23
11781	JANOUD	66
1248	JANOUCH	582
10509	JA“OUR	76
37707	JANOUSCH	11
1710	JANOUä	443
105	JANOUäEK	3868
3931	JANOUäKOVEC	211
4921	JANOUT	169
13963	JANOV	53
16771	JANOV¡»	41
52167	JANOV»ÕK	6
3247	JANOVEC	254
42152	JANOVIAK	9
48258	JANOVIC	7
57023	JANOVICS	5
13584	JANOVI»	55
52168	JANOVJAK	6
39798	JANOVJ¡K	10
44916	JA“OVKA	8
412	JANOVSK›	1493
57024	JANOV›	5
48259	JANOWIAK	7
499	JANSA	1266
44917	JANS¡K	8
52169	JANSEN	6
48260	JANSCHE	7
21557	JANSÕK	28
31676	JANSKA	15
1371	JANSK›	536
712	J¡NSK›	927
30443	JANSO	16
4505	JANSTA	185
48261	JANä	7
7854	JANäA	106
4887	JANäTA	170
28364	JANäTO	18
26600	JANTA	20
5511	JANTA»	152
32973	JANTEK	14
12064	JANTOä	64
57025	JANTOäÕK	5
24428	JANTOäOVI»	23
37708	JANTOVSK›	11
28365	JANTSCH	18
22610	JANTULA	26
39799	JANTULÕK	10
756	JANŸ	888
44918	JANŸFKA	8
57026	JAN⁄CH	5
26601	JANŸJ	20
25104	JANULA	22
14619	JANULEK	50
57027	JANŸLEK	5
5328	JANULÕK	157
3888	JANURA	213
32974	JANŸREK	14
52170	JAN⁄RIK	6
6281	JANUS	134
44919	JANUSICZA	8
57028	JANUSI»A	5
39800	JANUSIS	10
31677	JANUSZ	15
1927	JANUä	399
32975	JANŸä	14
42153	JANUä»¡K	9
28366	JANUäEK	18
34380	JAN⁄äEK	13
31678	JANŸäEK	15
39801	JANUäÕK	10
48262	JANUäINSK›	7
2692	JANUäKA	298
48263	JANUäKE	7
35950	JANUTKA	12
20640	JANY	30
48264	J¡NY	7
42154	JANYPKA	9
24429	JAN›R	23
44920	JAN›RA	8
24430	JANYä	23
28367	J¡NYä	18
6914	JANYäKA	122
15721	JAN›äKA	45
19384	JANZA	33
30444	JANéURA	16
3248	J¡RA	254
44921	JARAB	8
52171	JAR¡B	6
13964	JAR¡BEK	53
17635	JARABICA	38
57029	JARABINSK›	5
30445	JARACZ	16
39802	JARATH	10
37709	JARAUSCH	11
39803	JARCO	10
18303	JARCOVJ¡K	36
44922	JAR»EVSK›	8
52172	JAR»I»	6
48265	JAR»ÕK	7
24431	JAREC	23
27456	JARECK›	19
35951	JAREK	12
34381	JAREMA	13
42155	JAREM»UK	9
48266	JAREMEJKO	7
57030	JAREMENKO	5
44923	JAREN	8
902	JAREä	766
37710	JARGAä	11
52173	JARGUS	6
22066	JARCHOVSK›	27
42156	JARIABKA	9
15505	JARINA	46
26602	JARISCH	20
7009	JARKA	120
8596	J¡RKA	96
57031	JARKO	5
1923	JARKOVSK›	400
26603	JARKULISCH	20
15976	JARKULIä	44
26604	JARMA	20
5582	JARMAR	150
19811	JARMARA	32
29415	JARMER	17
52174	JARNÕK	6
17945	JARNOT	37
27457	JARN›	19
22067	JARO	27
44924	JAROCK›	8
48267	JAROCZEK	7
12873	JAROCH	59
13049	JAROLÕK	58
25105	JAROLIM	22
1012	JAROLÕM	700
1460	JAROLÕMEK	507
32976	JAROLÕN	14
57032	JAROMBEK	5
10184	JAROMÃÿSK›	79
37711	JAROMIä	11
5986	JARO“	141
19812	JARONÃK	32
13384	JAROSCH	56
35952	JAROSIL	12
31679	JAROSZ	15
83	JAROä	4523
26605	JAROä»¡K	20
57033	JAROä»IAK	5
6424	JAROäEK	131
52175	JAROäEVSK›	6
48268	JAROäI	7
6192	JAROäÕK	136
39804	JAROäINEC	10
57034	JAROäÕNEC	5
39805	JAROäKA	10
26606	JAROTEK	20
25839	JAROUä	21
12203	JAROUäEK	63
52176	JAROVSK›	6
35953	JARSCHEL	12
17328	JARSK›	39
39806	JARTIM	10
57035	JARTYM	5
52177	JARTYMYK	6
57036	JARUNEK	5
44925	JARUNÃK	8
30446	JARŸNÃK	16
57037	JARUäAUSKAS	5
9383	JARUäEK	87
5583	JARŸäEK	150
2402	JAR›	331
39807	JAR›N	10
42157	JARZAB	9
52178	JARéABEK	6
30447	JAÿAB	16
35954	JAÿ¡B	12
31680	JAÿAB¡»	15
44926	JAÿINA	8
42158	JAå	9
37712	JASA	11
17329	JASAN	39
25106	JASA“	22
3161	JASANSK›	259
19385	JASEK	33
8831	J¡SEK	93
52179	JASE“¡K	6
37713	JASEN»¡K	11
48269	JASEN»UK	7
57038	JASENEK	5
23199	JASENOVEC	25
23200	JASENOVSK›	25
10625	JASENSK›	75
27458	J¡SENSK›	19
31681	JASCHKE	15
39808	JƒSCHKE	10
57039	JASIAK	5
39809	JASÕK	10
52180	JASIN»UK	6
26607	JASINEK	20
18974	JASINSKI	34
42159	JASI—SKI	9
16494	JASINSK›	42
9859	JASIOK	82
44927	JASKEVI»	8
57040	JASKIEWICZ	5
52181	JASKMANICKI	6
48270	JASK”	7
42160	JASKOWIEC	9
13965	JASKULA	53
57041	JASKULKA	5
57042	JASLO	5
44928	JASLOVSK›	8
17039	JASNÕK	40
9660	JASN›	84
24432	JASONÃK	23
48271	JASOVSK›	7
28368	JASPAR	18
48272	JASSA	7
39810	JASSUKIEVI»	10
10860	JASTRZEMBSKI	73
35955	JASTÿEMBSK›	12
37714	JASUKEVI»	11
39811	JASZ	10
18975	JAä	34
2541	JAäA	316
39812	J¡äA	10
52182	JAä¡K	6
39813	JAä»Iä¡K	10
34382	JAä»URKOVSK›	13
559	JAäEK	1132
37715	J¡äEK	11
10185	JAäÕ»EK	79
14179	JAäÕK	52
8362	JAäKA	99
22611	JAäKE	26
8294	JAäKO	100
31682	JAäKOVSK›	15
44929	JAäMINSK›	8
35956	JAäO	12
57043	JAäPR	5
39814	JAää	10
17636	JAääO	38
42161	JAäTÕK	9
14180	JAäUREK	52
35957	JAä⁄REK	12
44930	JATAGANDZIDIS	8
15275	JATEL	47
22612	JATERKA	26
12204	JATI	63
26608	J¡TI	20
35958	JATZEK	12
48273	JAUCE	7
31683	JAUERNIG	15
34383	JAUERNIK	13
52183	JAUERNÕK	6
20209	JAUKER	31
37716	JAUKL	11
39815	JAURA	10
37717	JAURIS	11
44931	JAURYS	8
32977	JAVANSK›	14
44932	JAVN›	8
11130	JAVOR	71
5363	JAVORA	156
39816	JAVOR»¡K	10
42162	JAVOR»EK	9
31684	JAVOR»ÕK	15
3149	JAVOREK	260
57044	JAVORIK	5
52184	JAVORÕK	6
17637	JAVORKA	38
44933	J¡VORKA	8
11280	JAVORNICK›	70
48274	JAVORNÕK	7
1336	JAVORSK›	550
6534	JAVOÿÕK	129
453	JAVŸREK	1383
52185	JAWICH	6
9764	JAWOREK	83
13779	JAWORSKI	54
52186	JAZEJ»EK	6
48275	JAZUDEK	7
14857	JEB¡»EK	49
37718	JEB¡LEK	11
23201	JEBAS	25
2343	JEBAV›	340
14858	JEBOUSEK	49
32978	JECELÕN	14
57045	JECU	5
5407	JE»MEN	155
31685	JE»ME“	15
52187	JE»MENEK	6
34384	JE»M…NEK	13
57046	JE»MENKA	5
4759	JE»MÕNEK	174
3691	JE»N›	224
22613	JEDEK	26
7651	JEDELSK›	109
5798	JEDIN¡K	145
44934	JEDIN›	8
28369	JEDLA	18
17040	JEDLAN	40
48276	JEDL¡NEK	7
52188	JEDLICSKA	6
117	JEDLI»KA	3675
25840	JEDLÕK	21
32979	JEDLINK	14
7388	JEDLINSK›	113
37719	JEDLOVEC	11
39817	JEDNOROéEC	10
25107	JEDON	22
44935	JEDONEK	8
31686	JEDOUN	15
17946	JEDOUNEK	37
14620	JEDOVNICK›	50
42163	JEDRUCH	9
48277	JEDRYSEK	7
48278	JEDRZEJCZYK	7
44936	JEDRZEJEK	8
57047	JEDYNAK	5
52189	JEDZINIAK	6
26609	JEDZOK	20
52190	JEFIMOV	6
42164	JEGL	9
25108	J…GL	22
15977	JEGLA	44
23202	JEGLÕK	25
57048	JEGR	5
23203	J…GR	25
31687	JEHL¡R	15
9190	JEHL¡ÿ	89
1284	JEHLI»KA	568
7992	JEHLÕK	104
44937	JEHNÃT	8
912	JECH	759
6334	JECHA	133
57049	JECHO	5
18626	JECHORT	35
29416	JECHOUT	17
23796	JECHOUTEK	24
34385	JECHUMT¡L	13
23204	JECHURA	25
21558	JEJKAL	28
29417	JEKEL	17
35959	JEKIELEK	12
11374	JEKL	69
35960	JELA»I»	12
30448	JEL»	16
8363	JELE»EK	99
877	JELEN	781
26610	JELE—	20
27459	JELE“	19
29418	JELEN»IAK	17
39818	JELEN»ÕK	10
39819	JELENECK›	10
26611	JELENEK	20
8597	JEL…NEK	96
44938	JELENOVI»	8
57050	JELETZ	5
22614	JELI»	26
18976	JELINEK	34
15	JELÕNEK	10018
42165	JELL⁄ä	9
21076	JELONEK	29
32980	JELäA	14
20641	JELäÕK	30
34386	JELäINA	13
7448	JEMELÕK	112
1910	JEMELKA	402
57051	JEMON	5
13966	JEN¡»EK	53
5140	JEN»	162
35961	JEN»A	12
8219	JEN»EK	101
4371	JEN»ÕK	192
22068	JEN»KE	27
21077	JEN»O	29
12353	JEN»OVSK›	62
57052	JEN»Uä	5
42166	JENDEK	9
21559	JENDELE	28
30449	JENDERKA	16
57053	JENDREJOVSK›	5
57054	JENDREK	5
44939	JENDRICHOVSK›	8
20642	JENDRISEK	30
29419	JENDRÕSEK	17
23205	JENDRIä¡K	25
57055	JENDROL	5
18977	JENDRULEK	34
32981	JENDRUä»¡K	14
29420	JENDRYKA	17
48279	JENDR›SEK	7
27460	JENDRYä»ÕK	19
57056	JENDRYäTÕK	5
57057	JENDÿEJAS	5
19386	JENDÿEJ»ÕK	33
18627	JENDÿEJEK	35
44940	JENDéELOVSK›	8
42167	JENEI	9
52191	JENEK	6
39820	JENÃK	10
12874	JENER¡L	59
13780	JENEä	54
974	JENÕ»EK	724
1282	JENÕK	569
27461	JENIKOVSK›	19
16212	JENÕKOVSK›	43
48280	JENIS	7
7855	JENIä	106
4003	JENIäTA	208
10186	JENKA	79
44941	JENKE	8
39821	JENKNER	10
29421	JENNE	17
52192	JENNEL	6
57058	JE“O	5
48281	JENSEN	7
31688	JENäÕ	15
5944	JENäÕK	142
9765	JENäOVSK›	83
44942	JENTKY	8
32982	JENTSCH	14
42168	JENTSCHKE	9
20643	JENYä	30
57059	JER¡»EK	5
57060	JEREB	5
52193	JEREMIAS	6
10084	JEREMI¡ä	80
37720	JEREä	11
42169	JERGA	9
12065	JERGL	64
52194	JERGLÕK	6
39822	JERGON	10
9481	JERHOT	86
3775	JERIE	219
52195	JERIGA	6
52196	JERIJE	6
30450	JERJE	16
25109	JERLING	22
57061	J…RLING	5
42170	JERMAKOV	9
5286	JERMAN	158
8910	JERM¡ÿ	92
48282	JERMER	7
39823	JERML	10
34387	JERNEK	13
23797	JERO	24
19387	JEROUäEK	33
44943	JERSAK	8
6578	JERS¡K	128
30451	JERSENSK›	16
34388	JERSON	13
57062	JERUSAL…M	5
31689	JERYCH	15
57063	JERZ	5
37721	JEÿ¡B	11
120	JEÿ¡BEK	3613
30452	JEÿALA	16
21078	JEÿELA	29
15978	JEÿICHA	44
57064	JESE“¡K	5
14621	JESENSK›	50
42171	JESCH	9
27462	JESCHKE	19
44944	JESINEK	8
18628	JESÕNEK	35
48283	JESIONKA	7
11375	JESLÕNEK	69
44945	JESSL	8
8911	JESTÿ¡B	92
29422	JESTÿ¡BEK	17
21079	JESTÿABÕK	29
27463	JESTÿÕBEK	19
52197	JESZIK	6
34389	JEä	13
11659	JEä¡TKO	67
13585	JEäETA	55
22615	JEäETICK›	26
52198	JEäÕK	6
5702	JEäINA	147
24433	JEäKE	23
12533	JEäKO	61
21560	JEäUTA	28
7219	JETEL	116
27464	JETELA	19
6380	JETELINA	132
9661	JETENSK›	84
15722	JETLEB	45
3214	JETMAR	256
35962	JETONICK›	12
48284	JETTMAR	7
28370	JET›LEK	18
